Temperature,Vibration,Current,Status,RUL
73.4,5.64,8.38,Normal,10.0
83.98,4.44,7.77,Faulty,0.0
76.15,3.16,5.27,Normal,22.69999999999999
77.49,2.69,5.91,Normal,22.326000000000008
90.6,5.83,9.5,Faulty,0.0
77.11,4.75,6.89,Normal,10.0
79.19,5.83,8.51,Normal,10.0
71.91,4.42,8.04,Normal,10.634000000000015
72.21,5.17,7.08,Normal,10.0
69.5,3.75,6.61,Normal,19.72
77.2,4.62,4.34,Normal,17.560000000000002
78.89,4.82,8.94,Normal,10.0
77.29,2.02,6.33,Normal,24.536
83.37,3.59,9.33,Faulty,0.0
74.97,4.95,7.29,Normal,10.0
78.34,4.27,10.04,Faulty,0.0
69.54,2.8,7.91,Normal,20.545999999999992
73.06,1.57,4.85,Normal,33.763999999999996
91.6,6.06,10.3,Faulty,0.0
79.25,3.93,6.75,Normal,12.549999999999997
73.53,3.12,5.69,Normal,23.21199999999999
74.64,4.14,6.43,Normal,15.225999999999999
67.41,4.51,4.95,Normal,22.153999999999996
73.21,4.67,7.01,Normal,11.694000000000003
79.45,1.64,7.36,Normal,22.049999999999997
77.88,2.69,5.49,Normal,23.352000000000004
77.5,3.7,9.91,Faulty,0.0
75.25,4.57,7.1,Normal,10.700000000000003
75.04,4.49,5.77,Normal,15.215999999999994
85.51,8.09,8.12,Faulty,0.0
78.49,3.62,7.09,Normal,13.536000000000016
77.1,3.67,6.61,Normal,15.560000000000002
77.46,3.27,8.17,Normal,12.664000000000016
72.37,4.77,6.78,Normal,12.387999999999991
64.23,3.08,5.21,Normal,30.432000000000002
80.49,4.85,9.51,Faulty,0.0
72.61,4.21,7.65,Normal,12.433999999999997
70.69,3.95,6.62,Normal,17.976
78.47,3.34,7.25,Normal,14.468000000000004
73.04,2.64,7.71,Normal,19.84599999999999
80.3,3.35,4.86,Faulty,0.0
78.09,3.67,7.24,Normal,13.075999999999993
78.42,1.63,6.32,Normal,25.837999999999994
68.17,3.8,7.76,Normal,16.817999999999998
81.06,4.92,5.89,Faulty,0.0
76.31,4.57,6.09,Normal,13.094000000000008
73.15,3.5,9.49,Faulty,0.0
75.72,4.05,8.85,Normal,10.0
66.12,3.44,2.06,Normal,36.948
94.0,7.01,11.61,Faulty,0.0
69.85,5.54,6.89,Normal,10.0
68.24,4.97,5.94,Normal,16.385999999999996
67.39,4.52,5.49,Normal,20.49600000000001
80.56,3.51,5.58,Faulty,0.0
71.85,4.75,5.98,Normal,15.200000000000017
82.67,2.31,5.31,Faulty,0.0
72.32,3.75,4.97,Normal,22.948000000000008
66.46,4.58,5.44,Normal,20.903999999999996
69.42,4.74,7.49,Normal,12.177999999999997
81.18,4.67,7.08,Faulty,0.0
74.22,4.29,7.83,Normal,10.527999999999992
72.26,3.8,6.9,Normal,16.94399999999999
75.8,4.54,5.04,Normal,16.700000000000003
77.51,3.05,7.74,Normal,15.024000000000001
80.59,3.16,5.49,Faulty,0.0
82.24,4.06,7.97,Faulty,0.0
73.2,4.17,5.25,Normal,19.47999999999999
68.37,2.17,5.97,Normal,30.218000000000004
72.93,4.46,6.46,Normal,14.561999999999998
76.3,4.77,8.01,Normal,10.0
86.35,6.51,10.59,Faulty,0.0
70.21,6.37,7.03,Faulty,0.0
76.72,3.32,9.83,Faulty,0.0
74.76,3.64,4.24,Normal,24.224000000000004
75.16,3.6,5.44,Normal,20.584000000000003
71.21,3.92,5.38,Normal,21.534000000000006
73.85,3.67,4.34,Normal,24.320000000000007
70.38,2.59,5.92,Normal,27.062000000000012
79.45,3.45,8.03,Normal,10.990000000000009
80.18,3.9,6.11,Faulty,0.0
65.77,5.23,6.5,Normal,14.888000000000005
70.35,6.2,4.42,Faulty,0.0
67.52,5.34,5.81,Normal,15.358000000000004
71.75,3.22,6.31,Normal,21.92
74.58,3.3,7.96,Normal,14.872
67.75,3.84,4.49,Normal,26.680000000000007
70.39,5.78,6.32,Normal,10.0
85.84,6.45,13.02,Faulty,0.0
76.04,2.67,6.33,Normal,22.036
75.35,3.5,3.83,Normal,25.80000000000001
71.39,4.76,8.92,Normal,10.0
75.88,4.69,8.1,Normal,10.0
72.27,3.8,8.3,Normal,12.738
73.64,4.68,4.38,Normal,19.275999999999996
83.37,1.73,9.27,Faulty,0.0
81.7,4.1,5.84,Faulty,0.0
68.5,4.86,6.24,Normal,15.879999999999995
79.15,3.17,5.95,Normal,18.810000000000002
79.06,3.16,8.42,Normal,11.50399999999999
88.31,4.86,10.42,Faulty,0.0
79.09,5.59,7.72,Normal,10.0
82.69,3.28,7.11,Faulty,0.0
69.39,4.24,6.86,Normal,16.586
70.41,4.6,5.58,Normal,18.01400000000001
80.09,5.51,9.72,Faulty,0.0
76.36,3.85,4.8,Normal,20.533999999999992
77.76,3.46,7.62,Normal,13.183999999999997
76.7,4.17,7.56,Normal,10.449999999999989
76.95,5.28,8.73,Normal,10.0
68.37,3.83,9.08,Faulty,0.0
97.05,6.48,9.48,Faulty,0.0
80.85,2.46,7.8,Faulty,0.0
73.85,2.78,9.65,Faulty,0.0
74.78,4.86,6.9,Normal,10.13199999999999
67.34,3.68,5.4,Normal,24.995999999999995
77.57,3.39,6.42,Normal,17.24800000000002
77.86,3.28,5.04,Normal,21.763999999999996
74.69,4.09,7.56,Normal,12.056000000000012
80.62,3.76,8.6,Faulty,0.0
73.33,3.73,6.82,Normal,16.891999999999996
77.82,5.35,4.57,Normal,12.848000000000013
69.9,5.54,8.53,Normal,10.0
74.88,2.39,4.34,Normal,30.102000000000004
74.13,4.33,4.68,Normal,19.832000000000022
76.13,3.22,6.73,Normal,18.031999999999996
73.15,3.75,7.38,Normal,15.219999999999999
85.83,6.53,10.29,Faulty,0.0
94.96,6.91,10.6,Faulty,0.0
72.82,4.23,9.64,Faulty,0.0
83.75,6.85,10.24,Faulty,0.0
83.75,4.29,8.55,Faulty,0.0
81.91,3.35,8.18,Faulty,0.0
68.54,3.37,5.06,Normal,26.846000000000004
78.45,2.56,6.75,Normal,19.879999999999995
72.49,3.15,10.18,Faulty,0.0
76.32,5.96,6.24,Normal,10.0
76.47,3.21,5.99,Normal,20.098
73.83,2.81,7.26,Normal,19.872
71.08,4.32,6.3,Normal,16.852000000000004
90.43,7.0,10.34,Faulty,0.0
70.42,3.8,6.28,Normal,19.908
70.84,5.41,9.15,Faulty,0.0
74.66,4.55,6.8,Normal,12.054000000000002
71.42,3.47,5.01,Normal,24.768
78.41,3.58,4.73,Normal,20.864000000000004
82.44,3.5,10.31,Faulty,0.0
72.1,4.87,6.66,Normal,12.409999999999997
76.2,3.69,7.65,Normal,12.879999999999995
77.5,2.21,5.84,Normal,24.930000000000007
77.36,3.95,7.48,Normal,11.394000000000005
75.38,2.46,9.19,Faulty,0.0
78.71,6.18,6.02,Faulty,0.0
77.41,3.03,7.69,Normal,15.334000000000003
68.81,3.84,4.89,Normal,24.843999999999994
79.35,4.26,10.03,Faulty,0.0
79.44,3.71,7.4,Normal,11.585999999999999
71.18,3.71,6.38,Normal,19.60199999999999
75.19,4.42,6.55,Normal,13.135999999999996
78.42,5.53,6.23,Normal,10.0
73.95,4.77,6.31,Normal,12.849999999999994
80.36,5.48,3.33,Faulty,0.0
86.82,2.95,6.85,Faulty,0.0
71.07,4.32,6.79,Normal,15.388000000000005
68.09,4.16,7.73,Normal,15.156000000000006
87.72,6.75,10.77,Faulty,0.0
78.61,5.38,5.84,Normal,10.0
73.85,3.78,6.99,Normal,15.820000000000007
82.27,3.59,4.58,Faulty,0.0
68.31,4.53,7.22,Normal,14.704000000000008
78.46,2.22,4.21,Normal,29.194000000000003
71.97,3.76,8.68,Normal,11.978000000000009
83.6,3.87,8.03,Faulty,0.0
84.96,3.08,5.61,Faulty,0.0
71.17,5.06,7.99,Normal,10.0
72.25,2.94,7.17,Normal,20.439999999999998
95.43,7.52,8.41,Faulty,0.0
73.06,4.29,3.97,Normal,22.804000000000002
74.77,5.35,7.47,Normal,10.0
75.13,3.99,5.81,Normal,17.542
65.4,4.94,8.64,Normal,10.139999999999986
74.93,4.7,7.02,Normal,10.482
71.55,4.12,5.95,Normal,18.620000000000005
72.53,2.91,9.7,Faulty,0.0
82.22,2.57,7.86,Faulty,0.0
68.72,4.11,1.52,Normal,33.658
79.07,3.46,6.27,Normal,16.448000000000008
73.61,4.92,4.92,Normal,16.474000000000004
73.6,4.75,5.8,Normal,14.689999999999998
78.95,3.82,6.78,Normal,13.189999999999998
76.7,2.84,7.53,Normal,17.189999999999998
77.85,4.51,7.39,Normal,10.0
79.84,2.98,8.62,Normal,11.335999999999999
73.34,3.24,7.95,Normal,15.945999999999998
71.94,3.02,7.86,Normal,18.156000000000006
69.57,3.86,7.3,Normal,17.057999999999993
70.87,5.17,8.93,Normal,10.0
89.75,3.99,6.53,Faulty,0.0
81.22,3.56,6.56,Faulty,0.0
68.24,2.47,4.14,Normal,34.286
68.39,4.55,8.58,Normal,10.475999999999999
77.41,3.22,6.88,Normal,16.813999999999993
77.74,4.12,11.4,Faulty,0.0
77.74,3.65,6.39,Normal,15.935999999999993
73.73,4.84,7.13,Normal,10.171999999999997
74.37,3.84,7.82,Normal,12.71799999999999
76.64,3.94,5.35,Normal,18.266000000000005
75.43,4.49,7.54,Normal,10.0
63.9,6.11,7.05,Faulty,0.0
73.85,4.89,6.54,Normal,11.620000000000005
70.74,3.91,8.76,Normal,11.725999999999999
75.88,4.0,5.64,Normal,17.552000000000007
89.93,3.48,7.41,Faulty,0.0
76.84,3.05,9.18,Faulty,0.0
73.43,3.45,5.94,Normal,20.872
79.61,3.23,6.55,Normal,16.433999999999997
77.41,4.65,10.52,Faulty,0.0
77.1,2.93,7.71,Normal,15.960000000000008
78.03,5.33,6.24,Normal,10.0
85.28,4.75,8.2,Faulty,0.0
69.35,4.02,6.15,Normal,19.840000000000003
77.37,4.0,4.65,Normal,19.628
70.37,3.44,9.06,Faulty,0.0
77.78,4.27,5.35,Normal,15.932000000000002
70.41,5.09,10.68,Faulty,0.0
72.91,3.3,6.27,Normal,20.944000000000003
73.52,2.47,10.2,Faulty,0.0
79.88,4.7,4.95,Normal,13.722000000000008
79.59,4.32,8.54,Normal,10.0
68.77,2.88,7.75,Normal,21.088000000000008
75.27,3.27,8.26,Normal,13.707999999999998
71.45,3.14,8.45,Normal,16.08
68.71,3.28,6.25,Normal,23.62400000000001
73.91,3.68,5.04,Normal,22.134
73.46,3.73,6.92,Normal,16.51400000000001
101.87,5.45,11.72,Faulty,0.0
77.16,3.24,6.29,Normal,18.634
68.11,3.77,7.42,Normal,18.024
72.18,4.17,7.49,Normal,13.372
80.11,3.68,5.63,Faulty,0.0
85.44,5.16,7.59,Faulty,0.0
67.07,4.51,6.6,Normal,17.408000000000015
65.6,2.41,5.95,Normal,30.74000000000001
84.35,4.52,8.18,Faulty,0.0
76.95,4.61,5.83,Normal,13.289999999999992
70.66,3.57,6.31,Normal,20.824000000000012
77.67,2.5,7.11,Normal,19.567999999999998
61.82,4.01,9.06,Faulty,0.0
75.02,3.99,7.29,Normal,13.168000000000006
76.64,2.88,7.79,Normal,16.245999999999995
94.12,5.81,10.81,Faulty,0.0
69.93,3.91,6.88,Normal,17.85199999999999
75.43,3.77,6.93,Normal,15.102000000000004
70.37,3.58,7.44,Normal,17.557999999999993
76.28,3.92,6.56,Normal,14.951999999999998
70.52,2.9,9.01,Faulty,0.0
72.96,3.57,6.44,Normal,19.054000000000002
70.02,4.53,4.44,Normal,22.018
78.26,3.65,11.11,Faulty,0.0
79.29,2.33,6.51,Normal,21.245999999999995
73.83,3.53,8.97,Normal,11.141999999999996
75.19,2.93,9.11,Faulty,0.0
67.76,4.27,8.42,Normal,12.734000000000009
73.5,4.32,6.7,Normal,14.199999999999989
74.75,2.34,7.43,Normal,21.159999999999997
88.1,4.76,5.09,Faulty,0.0
69.44,2.89,9.99,Faulty,0.0
82.32,5.56,5.72,Faulty,0.0
79.98,3.95,6.62,Normal,12.402000000000001
76.4,2.75,7.15,Normal,18.959999999999994
83.79,2.86,6.84,Faulty,0.0
76.86,4.35,6.01,Normal,14.104
76.95,3.61,9.09,Faulty,0.0
74.73,3.9,8.43,Normal,10.372000000000014
81.12,5.61,7.48,Faulty,0.0
80.48,3.3,6.4,Faulty,0.0
71.87,4.06,8.6,Normal,10.778000000000006
68.4,5.42,6.3,Normal,12.960000000000008
73.99,4.27,9.36,Faulty,0.0
71.0,2.39,7.17,Normal,23.939999999999998
74.68,4.51,8.84,Normal,10.0
81.19,2.84,6.83,Faulty,0.0
72.71,5.41,7.11,Normal,10.0
74.79,3.18,8.84,Normal,12.706000000000003
75.29,6.97,10.29,Faulty,0.0
79.24,5.47,9.34,Faulty,0.0
63.77,3.2,8.32,Normal,20.77799999999999
71.97,4.02,7.88,Normal,13.078000000000003
76.06,4.75,6.24,Normal,11.894000000000005
81.0,4.78,7.44,Faulty,0.0
72.54,4.44,5.63,Normal,17.385999999999996
65.62,5.25,7.56,Normal,11.698000000000008
78.1,3.88,7.66,Normal,10.760000000000005
71.82,3.63,4.06,Normal,26.578000000000003
69.05,3.65,7.06,Normal,19.14
83.16,8.83,10.01,Faulty,0.0
74.08,4.37,6.87,Normal,13.091999999999999
71.98,4.29,7.54,Normal,12.74199999999999
63.97,4.8,4.99,Normal,22.647999999999996
79.49,1.95,5.84,Normal,25.036
81.37,4.31,8.55,Faulty,0.0
78.26,4.22,7.0,Normal,10.944000000000003
69.31,5.67,7.51,Normal,10.0
73.99,2.47,6.18,Normal,24.716000000000008
74.97,5.56,7.03,Normal,10.0
77.99,4.08,3.55,Normal,22.156000000000006
78.34,4.49,8.27,Normal,10.0
71.33,5.68,9.71,Faulty,0.0
75.41,4.56,5.4,Normal,15.754000000000005
77.29,4.4,5.59,Normal,14.856000000000009
82.28,4.24,7.66,Faulty,0.0
78.52,3.52,9.21,Faulty,0.0
97.92,7.58,9.01,Faulty,0.0
75.42,3.28,5.16,Normal,22.867999999999995
82.05,3.96,6.69,Faulty,0.0
77.05,1.66,5.46,Normal,29.090000000000003
70.69,4.43,6.0,Normal,17.436000000000007
82.02,3.88,6.54,Faulty,0.0
78.49,3.66,5.61,Normal,17.77600000000001
72.78,4.22,5.83,Normal,17.74199999999999
72.6,2.57,7.11,Normal,22.260000000000005
76.48,5.93,7.32,Normal,10.0
77.32,3.9,4.86,Normal,19.528000000000006
75.99,3.85,7.59,Normal,12.38600000000001
76.56,3.03,6.43,Normal,19.623999999999995
83.5,4.02,8.08,Faulty,0.0
80.36,5.39,8.17,Faulty,0.0
75.95,5.04,6.18,Normal,10.689999999999998
79.71,4.85,7.92,Normal,10.0
69.84,4.55,5.74,Normal,18.126000000000005
76.99,3.64,8.99,Normal,10.0
84.05,2.55,5.8,Faulty,0.0
84.33,5.8,11.64,Faulty,0.0
70.76,3.76,6.72,Normal,18.584000000000003
71.74,5.05,5.47,Normal,15.296000000000006
69.55,4.31,8.35,Normal,11.670000000000016
71.08,5.61,6.08,Normal,11.062000000000012
73.15,5.2,4.45,Normal,16.75999999999999
67.97,3.54,2.68,Normal,33.477999999999994
75.08,2.2,5.69,Normal,26.882000000000005
79.51,5.39,9.06,Faulty,0.0
70.46,5.36,8.89,Normal,10.0
82.6,2.63,5.92,Faulty,0.0
77.55,5.51,6.44,Normal,10.0
80.15,4.38,6.3,Faulty,0.0
71.71,4.16,5.0,Normal,21.174000000000007
79.27,5.61,5.58,Normal,10.0
69.54,5.34,8.47,Normal,10.0
79.45,4.65,7.76,Normal,10.0
75.86,4.47,7.41,Normal,10.0
77.77,4.62,5.0,Normal,15.238
69.12,3.6,7.15,Normal,19.078000000000003
70.52,3.94,3.54,Normal,27.367999999999995
77.99,3.1,8.26,Normal,12.926000000000002
70.26,3.67,7.39,Normal,17.323999999999998
77.32,3.63,4.98,Normal,20.518
68.16,3.36,9.42,Faulty,0.0
79.24,4.14,4.31,Normal,18.825999999999993
68.84,3.68,7.8,Normal,16.895999999999987
77.76,4.5,7.83,Normal,10.0
78.13,2.38,5.14,Normal,25.802000000000007
71.52,3.89,6.94,Normal,16.818000000000012
77.91,4.13,4.54,Normal,18.98400000000001
76.3,3.69,2.73,Normal,27.580000000000013
72.31,3.83,5.4,Normal,21.263999999999996
69.96,2.41,6.08,Normal,27.73400000000001
65.19,4.36,7.97,Normal,15.176000000000002
76.75,4.65,7.1,Normal,10.0
67.18,4.49,7.14,Normal,15.822000000000003
75.48,5.04,5.48,Normal,13.072000000000003
89.17,6.99,10.56,Faulty,0.0
78.4,4.48,5.61,Normal,13.730000000000004
73.49,4.16,5.16,Normal,19.626000000000005
73.35,4.69,6.11,Normal,14.209999999999994
78.66,2.42,7.11,Normal,19.373999999999995
76.68,3.11,6.14,Normal,20.022000000000006
76.58,5.59,6.51,Normal,10.0
77.35,1.54,8.04,Normal,21.77000000000001
67.32,3.86,6.25,Normal,21.558000000000007
78.78,5.17,5.0,Normal,11.882000000000005
78.06,3.91,7.85,Normal,10.064000000000007
69.92,3.59,7.4,Normal,17.897999999999996
73.78,4.13,7.49,Normal,12.611999999999995
74.8,3.65,7.94,Normal,13.050000000000011
74.33,4.03,7.68,Normal,12.211999999999989
76.67,3.32,7.04,Normal,16.27799999999999
82.16,5.11,10.59,Faulty,0.0
80.41,5.42,5.07,Faulty,0.0
68.44,3.87,6.12,Normal,21.226
78.11,2.61,8.45,Normal,14.734000000000009
81.64,3.48,7.21,Faulty,0.0
76.93,3.82,8.14,Normal,10.322000000000003
80.45,4.51,7.25,Faulty,0.0
85.06,2.99,9.06,Faulty,0.0
80.12,3.23,5.49,Faulty,0.0
76.25,4.51,9.01,Faulty,0.0
80.23,4.94,8.76,Faulty,0.0
75.72,3.38,5.18,Normal,22.128000000000014
75.12,2.67,7.95,Normal,17.727999999999994
73.24,7.28,6.94,Faulty,0.0
82.82,4.78,6.09,Faulty,0.0
70.91,3.73,4.17,Normal,26.293999999999997
82.66,4.87,5.48,Faulty,0.0
77.5,3.88,8.06,Normal,10.0
68.0,4.87,8.22,Normal,10.189999999999998
94.46,6.8,9.45,Faulty,0.0
64.5,4.09,8.23,Normal,16.16000000000001
78.13,3.89,8.42,Normal,10.0
79.43,2.55,7.23,Normal,17.902
84.74,8.15,8.36,Faulty,0.0
75.62,3.06,7.66,Normal,16.348
84.77,2.64,7.73,Faulty,0.0
72.47,3.79,8.01,Normal,13.537999999999997
69.71,3.04,8.3,Normal,18.073999999999998
82.41,3.95,4.96,Faulty,0.0
84.81,4.69,6.24,Faulty,0.0
75.02,5.0,4.15,Normal,17.537999999999997
80.06,4.81,8.12,Faulty,0.0
81.71,3.69,6.68,Faulty,0.0
71.29,4.05,7.65,Normal,14.025999999999996
72.57,4.41,4.79,Normal,20.037999999999997
81.15,2.24,9.1,Faulty,0.0
83.43,4.57,5.21,Faulty,0.0
88.65,4.58,10.64,Faulty,0.0
70.6,6.04,7.18,Faulty,0.0
84.94,3.6,6.72,Faulty,0.0
72.35,3.82,6.59,Normal,17.720000000000013
73.32,3.23,6.04,Normal,21.738
76.71,3.37,8.94,Normal,10.304000000000002
82.77,6.27,7.02,Faulty,0.0
79.27,4.94,5.1,Normal,12.438000000000002
77.07,2.45,6.42,Normal,22.248000000000005
77.32,5.5,7.19,Normal,10.0
75.22,5.19,8.35,Normal,10.0
77.79,3.72,6.09,Normal,16.456000000000003
62.35,4.31,6.19,Normal,22.47
73.52,3.99,7.04,Normal,14.817999999999998
76.21,5.97,8.31,Normal,10.0
69.24,3.2,4.95,Normal,27.605999999999995
76.93,4.15,7.76,Normal,10.0
73.98,3.57,6.3,Normal,18.861999999999995
83.78,2.57,6.51,Faulty,0.0
82.87,6.19,10.0,Faulty,0.0
72.67,2.82,6.71,Normal,22.168000000000006
74.25,4.22,8.13,Normal,10.0
74.63,2.26,8.08,Normal,19.682000000000002
72.74,3.6,5.23,Normal,22.665999999999997
75.98,4.42,4.23,Normal,19.622
71.21,3.18,8.23,Normal,16.68400000000001
69.35,4.59,5.37,Normal,19.330000000000013
78.11,3.73,4.5,Normal,20.98400000000001
78.15,5.16,8.54,Normal,10.0
70.98,5.36,5.47,Normal,14.201999999999998
79.48,3.41,5.84,Normal,17.742000000000004
71.84,4.08,9.96,Faulty,0.0
76.27,4.18,4.51,Normal,19.808000000000007
79.1,4.62,5.12,Normal,14.079999999999998
74.83,4.01,6.31,Normal,16.122000000000014
77.27,4.19,6.64,Normal,12.768
72.42,3.76,5.66,Normal,20.768
74.02,4.12,5.26,Normal,19.208
73.97,5.3,9.26,Faulty,0.0
71.27,4.65,7.39,Normal,11.817999999999998
74.12,4.7,7.88,Normal,10.0
67.26,4.72,6.79,Normal,15.673999999999992
72.54,3.85,7.43,Normal,14.936000000000007
73.58,4.32,8.4,Normal,10.0
73.72,2.91,5.51,Normal,24.688000000000002
73.79,5.27,7.4,Normal,10.0
74.69,1.22,8.04,Normal,24.966000000000008
77.4,3.91,9.32,Faulty,0.0
97.3,7.2,13.29,Faulty,0.0
71.75,2.64,7.1,Normal,22.450000000000003
68.98,4.4,8.71,Normal,10.482
69.79,3.32,2.99,Normal,32.556
72.56,3.63,9.33,Faulty,0.0
73.24,4.95,5.91,Normal,13.576000000000008
71.15,4.2,6.64,Normal,16.39
68.52,1.97,7.66,Normal,26.058000000000007
82.99,6.66,9.79,Faulty,0.0
75.91,4.98,7.29,Normal,10.0
77.98,4.45,9.38,Faulty,0.0
72.21,5.75,6.42,Normal,10.0
72.94,5.68,5.37,Normal,11.726000000000013
70.37,3.66,9.72,Faulty,0.0
86.17,9.3,12.1,Faulty,0.0
70.76,4.02,9.88,Faulty,0.0
77.87,3.04,8.3,Normal,13.177999999999997
66.07,3.37,5.01,Normal,28.47800000000001
88.8,4.73,12.55,Faulty,0.0
76.51,5.61,5.52,Normal,10.0
75.92,5.59,7.01,Normal,10.0
88.47,2.98,6.89,Faulty,0.0
76.75,3.77,4.57,Normal,21.389999999999986
69.98,4.1,5.78,Normal,20.171999999999997
74.52,3.04,10.31,Faulty,0.0
66.12,2.24,7.36,Normal,27.047999999999988
74.6,3.79,6.74,Normal,16.070000000000007
70.83,3.68,9.72,Faulty,0.0
92.65,7.04,10.34,Faulty,0.0
72.25,4.22,6.86,Normal,14.969999999999999
74.42,5.43,8.49,Normal,10.0
71.82,3.7,6.4,Normal,19.208
83.69,4.17,5.88,Faulty,0.0
73.39,4.73,3.62,Normal,21.456000000000003
84.16,4.55,5.6,Faulty,0.0
79.07,3.39,5.58,Normal,18.867999999999995
77.41,4.1,7.24,Normal,11.334000000000003
89.34,7.7,10.13,Faulty,0.0
76.97,2.87,10.24,Faulty,0.0
80.83,9.22,9.44,Faulty,0.0
73.61,5.43,9.1,Faulty,0.0
79.23,3.28,7.33,Normal,14.072000000000003
74.76,4.19,8.21,Normal,10.0
67.97,4.64,8.12,Normal,11.658000000000001
74.74,3.45,3.67,Normal,26.896
83.52,4.48,6.98,Faulty,0.0
81.23,4.16,6.61,Faulty,0.0
74.69,2.53,5.3,Normal,26.635999999999996
79.76,4.46,7.69,Normal,10.0
73.17,2.9,9.57,Faulty,0.0
66.48,4.94,2.99,Normal,26.442000000000007
70.38,3.33,6.2,Normal,22.522000000000006
82.81,3.84,5.13,Faulty,0.0
73.63,5.37,7.11,Normal,10.0
73.78,4.5,6.51,Normal,13.701999999999998
73.5,2.92,6.09,Normal,23.03
84.52,2.99,8.03,Faulty,0.0
83.13,3.4,9.45,Faulty,0.0
86.09,4.39,10.99,Faulty,0.0
86.05,7.01,8.45,Faulty,0.0
76.48,3.16,4.27,Normal,25.501999999999995
67.42,2.83,7.84,Normal,21.878
82.38,4.28,9.42,Faulty,0.0
69.16,3.82,8.22,Normal,14.744
76.08,6.16,9.41,Faulty,0.0
69.51,4.04,6.66,Normal,18.11399999999999
72.06,5.81,6.09,Normal,10.0
70.81,2.83,7.17,Normal,21.854000000000013
71.96,2.43,6.5,Normal,25.174000000000007
72.3,2.88,7.99,Normal,18.25
72.26,5.19,8.45,Normal,10.0
79.17,5.76,8.57,Normal,10.0
69.48,3.22,7.77,Normal,18.902
76.1,3.54,7.37,Normal,14.530000000000001
81.09,2.83,8.19,Faulty,0.0
72.43,2.19,4.06,Normal,33.412000000000006
71.41,4.72,7.32,Normal,11.593999999999994
73.85,4.22,7.08,Normal,13.349999999999994
80.9,4.01,7.32,Faulty,0.0
75.97,2.6,6.87,Normal,20.807999999999993
72.34,5.64,7.65,Normal,10.0
77.42,3.5,6.14,Normal,17.628
69.49,4.53,8.69,Normal,10.0
78.41,2.55,7.71,Normal,17.073999999999998
77.04,3.81,7.23,Normal,13.036000000000001
73.46,4.29,5.95,Normal,16.623999999999995
70.81,4.33,8.22,Normal,11.204000000000008
70.57,4.15,7.31,Normal,14.978000000000009
77.67,4.49,5.87,Normal,13.338000000000008
81.14,2.87,6.92,Faulty,0.0
71.81,4.2,7.94,Normal,12.093999999999994
77.29,4.11,7.83,Normal,10.0
64.56,4.23,7.73,Normal,16.924000000000007
72.08,4.07,7.14,Normal,14.982
74.84,2.73,8.54,Normal,15.825999999999993
70.45,2.68,8.86,Normal,17.75
70.32,1.79,8.11,Normal,24.528000000000006
71.66,4.82,6.12,Normal,14.543999999999997
76.46,4.83,5.41,Normal,13.744
74.06,4.84,6.18,Normal,12.824000000000012
80.01,7.19,12.88,Faulty,0.0
64.4,1.87,7.42,Normal,29.75
71.97,2.97,10.19,Faulty,0.0
77.29,4.17,6.82,Normal,12.316000000000003
61.26,4.14,6.61,Normal,22.714
72.5,3.78,6.89,Normal,16.930000000000007
72.37,4.37,6.86,Normal,14.147999999999996
81.94,4.01,5.84,Faulty,0.0
73.07,4.12,5.28,Normal,19.718000000000004
76.91,3.36,7.75,Normal,13.804000000000002
75.71,4.98,8.58,Normal,10.0
64.35,3.57,10.67,Faulty,0.0
78.84,2.67,6.35,Normal,20.295999999999992
76.08,3.23,6.47,Normal,18.792
77.54,3.65,5.84,Normal,17.706000000000003
94.63,4.99,8.69,Faulty,0.0
76.24,6.76,12.19,Faulty,0.0
83.62,3.81,5.68,Faulty,0.0
73.56,2.75,5.65,Normal,25.163999999999987
76.44,4.79,8.43,Normal,10.0
74.77,3.35,7.57,Normal,15.677999999999997
72.88,3.9,8.14,Normal,12.352000000000004
72.15,5.48,5.68,Normal,12.27000000000001
89.49,7.93,6.21,Faulty,0.0
67.41,2.37,5.69,Normal,30.634
95.9,5.18,12.25,Faulty,0.0
72.92,3.94,10.17,Faulty,0.0
69.35,2.79,6.36,Normal,25.360000000000014
72.75,4.65,10.41,Faulty,0.0
81.29,4.04,8.24,Faulty,0.0
72.32,4.17,4.91,Normal,21.028000000000006
76.79,3.29,7.32,Normal,15.515999999999991
71.35,5.74,8.3,Normal,10.0
78.79,6.84,3.36,Faulty,0.0
78.43,3.72,7.97,Normal,10.432000000000002
84.24,4.35,8.76,Faulty,0.0
74.12,4.1,7.6,Normal,12.227999999999994
78.34,3.74,6.91,Normal,13.565999999999988
75.49,3.17,6.74,Normal,18.635999999999996
81.48,2.92,6.65,Faulty,0.0
71.41,2.86,5.24,Normal,27.134
78.73,4.41,5.97,Normal,12.802000000000007
74.03,3.48,6.38,Normal,19.042
74.68,1.42,7.17,Normal,26.581999999999994
75.46,4.44,6.16,Normal,14.043999999999997
76.26,3.96,5.7,Normal,17.343999999999994
74.42,5.35,8.14,Normal,10.0
76.07,4.37,7.56,Normal,10.0
82.89,2.52,6.19,Faulty,0.0
79.93,1.77,7.76,Normal,19.911999999999992
79.35,3.28,6.32,Normal,17.03
72.72,3.37,7.09,Normal,18.248000000000005
70.55,4.94,8.46,Normal,10.0
79.78,3.99,6.09,Normal,13.911999999999992
79.38,5.13,5.24,Normal,11.00200000000001
82.36,2.68,6.78,Faulty,0.0
71.98,4.97,4.95,Normal,17.111999999999995
